Location,CellNo,VoltMean,ResistMean,TempMean
Civic Center Station,25,2.2633276836158185,0.4375480225988699,24.576836158192087
Civic Center Station,26,2.260920903954801,0.4412824858757063,25.25423728813559
Civic Center Station,27,2.2614745762711848,0.43788135593220323,25.236723163841805
Civic Center Station,28,2.2627005649717495,0.42251412429378554,25.45875706214689
Civic Center Station,29,2.2613672316384164,0.42683615819209064,25.759322033898293
Civic Center Station,30,2.2643502824858737,0.4309039548022596,25.67062146892656
Civic Center Station,31,2.2647005649717493,0.4876440677966096,25.914124293785306
Civic Center Station,32,2.2642033898305067,0.41002824858757086,25.583050847457642
Civic Center Station,33,2.2447005649717533,0.4331751412429378,25.462711864406778
Civic Center Station,34,2.2630282485875717,0.4489548022598869,25.15819209039549
Civic Center Station,35,2.26245197740113,0.6320169491525427,24.75084745762711
Civic Center Station,36,2.2580621468926543,0.382395480225989,24.81525423728813
Civic Center Station,37,2.2596327683615813,0.4601581920903956,25.481920903954805
Civic Center Station,38,2.260898305084744,0.45781355932203416,25.453107344632762
Civic Center Station,39,2.261203389830507,0.4546836158192093,25.84519774011299
Civic Center Station,40,2.2603276836158184,0.5093220338983053,26.055367231638428
Civic Center Station,41,2.261449438202247,0.43574157303370753,26.10730337078653
Civic Center Station,42,2.2605649717514114,0.4415423728813555,25.68700564971752
Civic Center Station,43,2.2555932203389832,0.4366497175141235,25.591525423728818
Civic Center Station,44,2.25766101694915,0.42493220338983073,25.304519774011304
Civic Center Station,45,2.2629322033898305,0.6339830508474569,25.307909604519768
Civic Center Station,46,2.2669661016949134,0.4147062146892655,25.192090395480236
Civic Center Station,47,2.2648531073446323,0.42848587570621494,25.41412429378531
Civic Center Station,48,2.2574350282485884,0.4199774011299434,25.6502824858757
Civic Center Station,49,2.260966101694914,0.5145423728813565,25.59887005649718
Civic Center Station,50,2.2614406779661005,0.4375593220338984,25.61864406779659
Civic Center Station,51,2.262745762711864,0.4365819209039551,25.611299435028243
Civic Center Station,52,2.2669096045197734,0.4416045197740109,25.320338983050853
Civic Center Station,53,2.2648983050847433,0.47112429378531046,25.49887005649717
Civic Center Station,54,2.265937853107345,0.4707457627118637,25.164971751412427
Civic Center Station,55,2.263242937853107,0.4440451977401129,25.433898305084735
Civic Center Station,56,2.262898305084745,0.41812994350282495,25.148587570621476
Civic Center Station,57,2.262623853211008,0.45047706422018363,23.842201834862383
Civic Center Station,58,2.2762477064220183,0.4528440366972481,23.696330275229354
Civic Center Station,59,2.256339449541284,0.4326788990825689,24.465137614678895
Civic Center Station,60,2.264798165137614,0.4103394495412843,24.12201834862385
Daly City Station,1,2.2438514285714266,0.33691428571428594,21.017714285714288
Daly City Station,2,2.228268571428572,0.31144571428571427,20.68457142857143
Daly City Station,3,2.2401542857142864,0.32770857142857157,20.670285714285715
Daly City Station,4,2.232548571428572,0.33602285714285746,20.60914285714286
Daly City Station,5,2.238754285714285,0.5439714285714293,20.67657142857144
Daly City Station,6,2.2369142857142847,0.302422857142857,20.546857142857146
Daly City Station,7,2.2273199999999993,0.28771999999999964,20.599999999999998
Daly City Station,8,2.2441609195402306,0.30152298850574705,20.710344827586205
Daly City Station,9,2.2323657142857147,0.32232000000000033,20.88228571428572
Daly City Station,10,2.254377142857142,0.3684685714285714,20.986285714285717
Daly City Station,11,2.2450685714285723,0.33039428571428614,21.04914285714285
Daly City Station,12,2.241342857142856,0.35006285714285695,20.76457142857142
Daly City Station,13,2.259897142857142,0.32705142857142894,20.76342857142857
Daly City Station,14,2.2332971428571433,0.29996571428571395,20.71314285714285
Daly City Station,15,2.2475199999999997,0.5922171428571428,20.478857142857137
Daly City Station,16,2.24230459770115,0.3262241379310348,20.663218390804605
Daly City Station,17,2.23842857142857,0.3801657142857145,20.647428571428566
Daly City Station,18,2.235548571428571,0.2990228571428569,20.45828571428573
Daly City Station,19,2.2297828571428586,0.30573714285714265,20.789142857142856
Daly City Station,20,2.2266971428571436,0.3677428571428569,20.990285714285722
Daly City Station,21,2.247639999999999,0.32489714285714316,21.077142857142853
Daly City Station,22,2.2433657142857144,0.34094285714285716,21.015428571428572
Daly City Station,23,2.256177142857143,0.34178857142857155,20.867428571428576
Daly City Station,24,2.2428908045977014,0.31995402298850595,20.82471264367817
Daly City Station,25,2.267120000000001,0.5167542857142862,21.0902857142857
Daly City Station,26,2.258622857142858,0.2966399999999999,20.748
Daly City Station,27,2.2875714285714275,0.31465714285714286,20.93142857142857
Daly City Station,28,2.2615885714285704,0.3186685714285715,21.036
Daly City Station,29,2.2425314285714295,0.3275028571428574,20.931428571428572
Daly City Station,30,2.250937142857143,0.4009085714285717,21.050285714285707
Daly City Station,31,2.2416057142857135,0.35090285714285735,21.134285714285713
Daly City Station,32,2.2369252873563212,0.32180459770114955,21.064367816091952
Daly City Station,33,2.232188571428571,0.3031085714285713,20.941714285714273
Daly City Station,34,2.243325714285715,0.30085142857142816,20.832571428571434
Daly City Station,35,2.236165714285713,0.43561714285714237,20.65257142857143
Daly City Station,36,2.2398571428571428,0.31545142857142866,20.774857142857147
Daly City Station,37,2.253239999999999,0.3223771428571431,21.373142857142863
Daly City Station,38,2.243679999999999,0.2982857142857143,20.948000000000015
Daly City Station,39,2.242718390804598,0.3076666666666666,20.98563218390804
Daly City Station,40,2.2462126436781595,0.32171264367816105,21.11781609195401
Daly City Station,41,2.211137142857143,0.32588571428571456,21.16457142857142
Daly City Station,42,2.2249600000000003,0.3158685714285715,21.142285714285713
Daly City Station,43,2.2162399999999995,0.3261371428571426,20.94399999999999
Daly City Station,44,2.2224685714285712,0.31621142857142864,20.5217142857143
Daly City Station,45,2.157908571428571,0.3147428571428569,20.74742857142857
Daly City Station,46,2.1658457142857155,1.6822171428571424,20.397142857142843
Daly City Station,47,2.166155172413794,0.30057471264367797,20.737931034482763
Daly City Station,48,2.156172413793102,0.35951724137931035,20.931034482758626
Daly City Station,49,2.2302342857142863,0.38071428571428606,20.89942857142858
Daly City Station,50,2.224999999999999,0.37585714285714256,20.912000000000003
Daly City Station,51,2.2190742857142873,0.32030285714285683,20.97942857142857
Daly City Station,52,2.2179999999999995,0.3573200000000002,20.963428571428572
Daly City Station,53,2.2255028571428577,0.3154571428571429,20.62514285714286
Daly City Station,54,2.2371257142857153,0.3004514285714285,20.665714285714284
Daly City Station,55,2.2503028571428576,0.5240571428571422,20.74800000000001
Daly City Station,56,2.2462068965517235,0.3356034482758624,20.618965517241378
Daly City Station,57,2.166165714285715,0.33721714285714327,21.088571428571417
Daly City Station,58,2.1623314285714264,0.3435314285714282,21.087428571428568
Daly City Station,59,2.1602685714285714,0.3294971428571432,21.11257142857143
Daly City Station,60,2.170342857142858,0.47120571428571406,21.115428571428566
Daly City Station,61,2.2386971428571414,0.3194114285714285,21.226285714285712
Daly City Station,62,2.23284,0.3159142857142853,21.073142857142862
Daly City Station,63,2.217264367816091,0.307068965517241,20.943678160919543
Daly City Station,64,2.2382126436781618,0.32908620689655205,21.018965517241387
Daly City Station,65,2.24042857142857,0.5096857142857147,20.835428571428572
Daly City Station,66,2.235565714285714,0.30183999999999983,20.73714285714286
Daly City Station,67,2.2387257142857133,0.2933485714285714,20.80914285714284
Daly City Station,68,2.2211600000000007,0.36245142857142865,20.934285714285704
Daly City Station,69,2.262291428571429,0.3512228571428574,21.024571428571424
Daly City Station,70,2.2643999999999997,0.4163428571428565,21.292571428571435
Daly City Station,71,2.2650628571428597,0.3030685714285712,21.063428571428577
Daly City Station,72,2.25496551724138,0.33500574712643727,20.932183908045968
Daly City Station,73,2.142171428571427,0.3077485714285716,20.98514285714286
Daly City Station,74,2.1564114285714275,0.31265714285714274,20.848
Daly City Station,75,2.161274285714286,0.6776399999999999,20.846857142857143
Daly City Station,76,2.1604228571428585,0.3290057142857144,20.94685714285715
Daly City Station,77,2.171074285714286,0.32990285714285766,20.50114285714285
Daly City Station,78,2.1677714285714296,0.3204799999999999,20.604571428571436
Daly City Station,79,2.1840628571428566,0.31275428571428576,20.665142857142847
Daly City Station,80,2.187149425287356,0.541333333333334,20.767241379310338
Daly City Station,81,2.157508571428572,0.3656628571428574,21.132571428571406
Daly City Station,82,2.1577371428571426,0.3384457142857142,21.080571428571435
Daly City Station,83,2.1496628571428587,0.3297771428571429,20.863428571428575
Daly City Station,84,2.158382857142857,0.36719999999999964,21.036571428571417
Daly City Station,85,2.1998514285714292,0.4324,20.888571428571417
Daly City Station,86,2.198422857142857,0.3033200000000001,20.727999999999987
Daly City Station,87,2.1984228571428575,0.3269428571428576,20.841714285714286
Daly City Station,88,2.172212643678162,0.3961091954022986,21.022988505747133
Daly City Station,89,2.2342342857142863,0.32425142857142847,20.997714285714277
Daly City Station,90,2.24213142857143,0.29618285714285697,21.246285714285705
Daly City Station,91,2.234605714285714,0.800942857142857,21.136000000000006
Daly City Station,92,2.24108,0.3504914285714289,21.108000000000015
Daly City Station,93,2.2234971428571426,0.3209142857142858,20.96342857142856
Daly City Station,94,2.2255657142857155,0.3309200000000001,20.993714285714283
Daly City Station,95,2.2208285714285725,0.4147885714285714,20.799999999999994
Daly City Station,96,2.219241379310345,0.32535632183908036,20.555747126436792
Daly City Station,97,2.26232,0.3184514285714286,20.57371428571429
Daly City Station,98,2.257371428571426,0.3507942857142855,20.926857142857138
Daly City Station,99,2.2651199999999996,0.3107599999999997,20.972000000000012
Daly City Station,100,2.2559085714285714,0.33104571428571455,20.959428571428564
Daly City Station,101,2.1862857142857135,0.33700000000000024,20.90114285714286
Daly City Station,102,2.1778057142857143,0.34134857142857167,21.03828571428572
Daly City Station,103,2.1850799999999992,0.464691428571428,20.76342857142856
Daly City Station,104,2.18756,0.3514571428571426,20.807999999999996
Daly City Station,105,2.209754285714286,0.3642171428571427,20.61942857142855
Daly City Station,106,2.2112685714285725,0.3163428571428572,20.608000000000004
Daly City Station,107,2.2052057142857153,0.3002685714285713,20.767999999999986
Daly City Station,108,2.213514285714287,0.3348628571428574,21.008571428571432
Daly City Station,109,2.2709999999999995,0.33060747663551376,19.705607476635514
Daly City Station,110,2.27218691588785,0.3512710280373831,19.931775700934576
Daly City Station,111,2.273065420560747,0.3280373831775702,19.81775700934579
Daly City Station,112,2.2686037735849056,0.3411886792452829,19.75
Daly City Station,113,2.1781886792452827,0.3347452830188676,19.80471698113208
Daly City Station,114,2.1637943925233647,0.30902803738317747,19.63831775700934
Daly City Station,115,2.1794392523364494,0.8955046728971955,19.550467289719624
Daly City Station,116,2.1909158878504673,0.33044859813084115,19.512149532710275
Daly City Station,117,2.2968785046728977,0.332056074766355,19.39999999999999
Daly City Station,118,2.272495327102803,0.3178785046728976,19.696261682242998
Daly City Station,119,2.2785420560747665,0.3197757009345794,19.741121495327107
Daly City Station,120,2.2796509433962258,0.4526792452830193,19.860377358490563
Daly City Station,121,2.28166355140187,0.3987383177570095,19.779439252336445
Daly City Station,122,2.274644859813084,0.3256915887850469,19.644859813084118
Daly City Station,123,2.2850934579439253,0.31584112149532717,19.426168224299065
Daly City Station,124,2.2814485981308414,0.3300747663551402,19.474766355140183
Daly City Station,125,2.1836168224299057,0.7317757009345796,19.689719626168227
Daly City Station,126,2.184457943925234,0.31369158878504677,19.597196261682242
Daly City Station,127,2.19088785046729,0.299429906542056,19.729906542056074
Daly City Station,128,2.1825188679245278,0.3195094339622643,19.968867924528304
Daly City Station,129,2.1796355140186914,0.3256542056074769,19.765420560747653
Daly City Station,130,2.1841121495327105,0.4575607476635515,19.988785046728978
Daly City Station,131,2.1845700934579444,0.39602803738317754,20.157943925233646
Daly City Station,132,2.1803271028037385,0.3579719626168226,19.759813084112142
Daly City Station,133,2.1722616822429908,0.3186261682242991,19.623364485981316
Daly City Station,134,2.1666261682242993,0.3194766355140189,19.71308411214953
Daly City Station,135,2.1812429906542055,0.31614018691588786,19.508411214953277
Daly City Station,136,2.171990566037736,7.234650943396225,19.619811320754728
Daly City Station,137,2.178514018691589,0.33857009345794403,19.787850467289708
Daly City Station,138,2.1841121495327105,0.3717383177570091,19.876635514018687
Daly City Station,139,2.191261682242991,0.34706542056074763,19.8214953271028
Daly City Station,140,2.181757009345795,0.38091588785046754,20.21214953271028
Daly City Station,141,2.284999999999999,0.33779439252336446,20.042056074766364
Daly City Station,142,2.281925233644859,0.30667289719626156,19.953271028037374
Daly City Station,143,2.2911028037383168,0.3435887850467289,19.77196261682242
Daly City Station,144,2.2946792452830187,0.3285188679245282,19.133018867924537
Daly City Station,145,2.1764205607476628,0.36169158878504665,19.65140186915887
Daly City Station,146,2.1763925233644867,0.2967383177570094,19.23831775700934
Daly City Station,147,2.1751775700934575,0.3134859813084113,19.546728971962615
Daly City Station,148,2.168093457943925,0.33645794392523354,19.604672897196256
Daly City Station,149,2.228710280373832,0.35976635514018696,19.699065420560768
Daly City Station,150,2.225476635514017,0.4999158878504674,20.16355140186916
Daly City Station,151,2.231794392523363,0.4013551401869161,19.60654205607476
Daly City Station,152,2.2226132075471696,0.3264245283018869,19.899056603773584
Daly City Station,153,2.28314953271028,0.34665420560747684,20.089719626168236
Daly City Station,154,2.291971962616822,0.3080934579439252,19.90654205607477
Daly City Station,155,2.28626168224299,0.3255887850467289,19.78317757009346
